"team_id","homewins","hsumodds_wins","homegames","hsumodds_games","homedogscore","awaywins","asumodds_wins","awaygames","asumodds_games","awaydogscore"
8558,1,5.0125,20,147.638396825397,0.0339511949992791,14,69.9958293650794,94,156.234678571429,0.448017239226937
8559,2,10.2033333333333,20,116.893333333333,0.0872875556062507,6,27.7066666666667,51,82.6877777777778,0.335075719910238
8560,7,52.1064404761905,14,106.435107142857,0.489560652259721,14,68.1266309523809,60,97.7953492063492,0.696624445899089
8571,4,15.5477777777778,17,70.5765079365079,0.220296784756833,12,57.6185357142857,58,94.7313134920635,0.608231149662175
8576,4,16.3074166666667,18,90.2626944444444,0.180666185150319,5,28.5644166666667,50,79.0425833333333,0.361380099967212
8581,6,55.2052976190476,25,222.599365079365,0.248002942862684,20,95.9543452380952,105,174.138865079365,0.551021997268464
8588,2,7.56111111111111,12,55.3842857142857,0.136520874352647,5,25.9410317460317,47,80.2172817460317,0.323384577255574
8597,5,26.0745873015873,31,207.670805555556,0.125557308028123,20,96.9742380952381,84,140.439412698413,0.690505864642755
8600,2,11.4920634920635,13,64.8220873015873,0.177286230210333,10,53.3738095238095,71,124.530861111111,0.428599056070024
8602,4,24.53,17,114.494444444444,0.214246203115144,7,42.9511111111111,50,79.2888888888889,0.541704035874439
8603,3,19.0847857142857,15,120.166166666667,0.158819959425232,13,54.7806984126984,58,96.5096865079365,0.56761865461239
8613,2,8.84285714285714,11,92.3196428571429,0.0957852182827521,3,12.2914285714286,26,43.5043452380952,0.28253335394795
8649,2,11.3575714285714,12,79.1796071428571,0.143440613541817,7,31.3131428571429,40,67.1758968253968,0.466136580781821
8654,7,30.0502857142857,33,175.173158730159,0.171546177120525,13,75.1493293650794,83,135.279392857143,0.55551202424776
8655,2,7.77888888888889,17,96.9944444444444,0.0801993241308208,6,42.0555555555556,50,80.8934444444444,0.519888302993925
8659,6,26.597746031746,37,192.732329365079,0.138003551969549,17,108.292718253968,92,149.92228968254,0.722325669406984
8661,1,5.33888888888889,11,85.6985555555556,0.0622984699599501,10,44.2186666666667,61,103.717111111111,0.426339166150662
8667,3,15.1551785714286,23,134.689603174603,0.112519290384888,8,47.5269444444444,62,99.7399801587302,0.476508460988344
8668,7,29.5333968253968,16,70.5150634920635,0.418823941479126,6,25.7263888888889,48,79.4874642857143,0.323653410258711
8674,4,17.55,19,84.9901626984127,0.206494486453404,11,54.9510793650794,58,89.5979285714286,0.613307475309228
8689,2,9.00555555555555,16,79.6440992063492,0.113072476747124,21,109.291936507937,89,156.701107142857,0.697454781913571
8697,3,14.6180357142857,16,98.2033452380952,0.148854763336667,10,44.4838095238095,54,89.4621130952381,0.497236293496149
8721,2,10.79125,12,65.9255753968254,0.16368837033343,5,25.2874444444444,38,63.7456071428571,0.396693130363854
8722,6,30.0165079365079,22,115.480793650794,0.259926408431829,18,99.3366865079365,68,110.032380952381,0.902795028591872
9761,7,36.6007222222222,28,155.812396825397,0.234902504344612,12,59.0974087301587,79,120.901146825397,0.488807677031436
9764,3,17.9997222222222,18,131.252571428571,0.137138053954378,7,30.8995476190476,42,67.0174087301587,0.461067477906564
9771,1,4.80888888888889,11,67.6188888888889,0.0711175378345959,2,11.9866666666667,24,37.55225,0.319199692872376
9783,1,4.17,15,118.250603174603,0.0352640907365418,5,21.4819682539683,68,111.920535714286,0.191939469525129
9788,6,31.1768055555556,19,99.8910753968254,0.312108017975612,12,77.8940317460317,61,99.6627380952381,0.7815762764976
9790,6,32.72375,15,96.4679087301587,0.33921902558845,10,52.7664761904762,59,99.3649285714286,0.531037227612406
9791,4,20.3449206349206,33,159.227281746032,0.12777283146346,12,61.5201984126984,81,123.549873015873,0.497938175984969
9800,6,35.1308531746032,27,186.462095238095,0.188407478365746,15,63.7125595238095,83,138.495267857143,0.460034198349136
9803,3,13.6572222222222,24,125.951484126984,0.108432404087061,10,49.1355555555556,77,118.190678571429,0.415731224741725
9804,1,4.29285714285714,12,57.3318611111111,0.0748773380047342,5,21.1265,52,89.3301944444444,0.236498981462968
9807,2,8.24571428571429,19,139.270396825397,0.059206511029418,6,27.4431746031746,49,79.7345833333333,0.34418157662463
9809,2,9.61111111111111,11,57.8233333333333,0.166215099632982,4,26.1388888888889,30,48.2033333333333,0.542263098448701
9810,6,30.9880952380952,21,125.238873015873,0.247431923426585,7,38.1454126984127,65,105.094615079365,0.362962580619437
9826,3,18.2580357142857,19,105.97875,0.172280157241765,9,56.1798214285714,40,64.8025,0.866939106185277
9831,4,17.2083015873016,21,95.866496031746,0.179502769993837,22,107.239373015873,101,178.633305555556,0.600332467018706
9837,5,21.5144642857143,17,83.772,0.256821662198757,13,62.6615,68,120.086357142857,0.521803654393951
9839,6,31.3024444444444,25,155.450333333333,0.201366209857668,3,31.0068888888889,58,81.7323333333333,0.379371145106452
9850,4,20.59175,25,135.418936507937,0.152059605037536,9,53.4080158730159,65,108.907857142857,0.490396352238932
9857,2,12.652380952381,35,171.42944047619,0.0738051814042887,22,124.330067460317,114,195.245688492063,0.636787774524257
9860,5,24.7833333333333,24,136.02119047619,0.182202002839193,7,33.4913214285714,42,64.3196904761905,0.520700911037019
9864,2,10.7142857142857,20,147.661547619048,0.0725597549737697,11,69.8671904761905,79,128.464341269841,0.543864466867373
9865,1,10.69625,22,169.770575396825,0.0630041453001991,13,66.9887698412698,75,121.948597222222,0.54931972459838
9869,1,7.53,15,137.420158730159,0.0547954540991768,14,77.5953968253968,81,133.93,0.579372782986611
9873,7,27.1144444444444,16,69.5070277777778,0.390096445083691,9,52.8486666666667,83,143.864,0.367351572781701
9874,3,15.8388888888889,18,85.7448333333333,0.184721204452228,11,57.893,87,148.095111111111,0.390917698536076
9876,4,20.5507142857143,14,72.8017857142857,0.282283107262871,7,32.2876785714286,46,76.5235714285714,0.421931150999225
9879,5,27.7355555555556,26,143.300027777778,0.193548849819948,10,44.1694722222222,66,105.872486111111,0.417195003580696
9880,2,13.6560317460317,20,122.493968253968,0.111483299469232,6,30.0925,54,87.4868055555556,0.34396615362634
9882,3,12.7529206349206,15,68.7225873015873,0.185571020179359,6,44.1099523809524,74,127.065888888889,0.347142358713783
9888,4,19.8588888888889,16,85.2522222222222,0.232942771123594,10,56.8207936507937,52,85.1398412698413,0.66738195424521
9904,6,32.4309523809524,26,146.886936507936,0.220788540846177,16,77.4705158730159,93,154.744932539683,0.500633620769129
9905,7,35.3395238095238,17,108.422361111111,0.325943130617751,15,86.6296507936508,58,97.1198968253968,0.891986643575152
9906,2,8.48666666666667,11,50.9224603174603,0.166658614170627,3,14.8978571428571,23,36.2164523809524,0.411356059565141
9908,6,29.2084126984127,19,87.1025,0.335333804407597,10,61.9853968253968,62,94.725869047619,0.654366092901576
9910,3,16.2901785714286,11,68.4875,0.237856230281855,9,57.3735714285714,39,64.1576785714286,0.894258843307365
9927,6,30.9321111111111,28,159.531714285714,0.193893178228581,8,46.7379365079365,55,87.1726865079365,0.536153448748896
9938,4,17.9498412698413,25,132.261055555556,0.135715242816141,5,23.966619047619,33,48.2742698412698,0.496467768987982
9976,2,7.88222222222222,12,57.7047222222222,0.136595791794432,4,21.4333333333333,32,52.2433333333333,0.410259682256109
9984,3,13.22,13,60.3064206349206,0.219213806105828,7,37.9330158730159,53,84.7313134920635,0.447685918105931
9986,3,15.7600317460317,16,74.9356150793651,0.21031430421089,9,51.366253968254,57,89.3017317460317,0.575198856326059
9989,3,13.0898888888889,20,96.2096111111111,0.136055938047308,3,15.8625873015873,48,73.2504166666667,0.216552861040663
9997,4,16.9231746031746,14,67.3471428571429,0.251282740220653,9,52.9715873015873,46,71.4760317460318,0.741109795935589
10001,4,18.6644444444444,17,79.4950555555556,0.234787488530034,7,40.855873015873,56,87.7140476190476,0.465784832930238
10003,5,22.0433333333333,19,93.15875,0.236621179796137,12,76.184126984127,54,86.5327103174603,0.880408422487083
10167,7,34.7187301587302,20,95.7209920634921,0.362707588067005,12,66.9538611111111,71,122.025551587302,0.548687223619799
10172,4,22.5144444444444,19,115.02353968254,0.195737711659573,7,43.0632857142857,46,74.1721150793651,0.58058592057416
10194,11,55.7990079365079,39,211.061845238095,0.264372785491201,17,87.4025119047619,99,160.945265873016,0.543057364444143
10205,1,4.71428571428571,14,84.1368253968254,0.0560311812580415,4,17.4675992063492,39,63.4622023809524,0.275244138258775
10212,6,36.1165674603175,23,136.277924603175,0.265021408019565,5,27.2604761904762,40,59.657119047619,0.456952608937025
10214,5,22.2024722222222,25,136.64046031746,0.162488271560551,5,22.0364801587302,44,67.9386746031746,0.324358405391978
10215,2,12.7789285714286,31,188.651448412698,0.0677383008662254,9,61.5998095238095,72,114.768571428571,0.536730646352494
10217,10,47.6110079365079,36,195.331067460317,0.243745188901813,17,102.082662698413,98,150.658484126984,0.677576595104802
10218,5,25.3739682539683,27,173.456349206349,0.146284459289424,7,39.0480952380952,60,86.2190873015873,0.452893859819093
10219,5,26.4310277777778,19,117.270861111111,0.22538444356382,8,38.8874166666667,55,80.6263412698413,0.48231652403174
10228,3,13.1397857142857,15,66.6841111111111,0.197045225546934,8,39.5732896825397,45,68.4138134920635,0.578440049788052
10233,6,26.8210317460317,21,94.5526428571429,0.283662422705148,10,51.6382420634921,85,145.54319047619,0.354796688835398
10238,3,15.0334444444444,30,211.926222222222,0.0709371605212716,9,42.8784880952381,92,150.187603174603,0.285499516530595
10242,2,9.96414285714286,12,62.7507619047619,0.158789193225504,3,18.482,35,55.7061428571429,0.331776695568327
10251,2,13.6355555555556,19,116.317222222222,0.117227314193465,6,36.7032777777778,38,61.1751666666667,0.599970213040331
10252,4,21.5770833333333,40,210.739785714286,0.10238732691219,17,107.163281746032,87,141.088726190476,0.759545320448612
10261,8,38.5574642857143,32,157.755928571429,0.244412141178303,10,59.931626984127,73,118.044079365079,0.507705488546987
10264,3,12.5266666666667,10,42.8452142857143,0.292370265279392,2,9.65,22,35.4668214285714,0.272085278897481
10267,1,5.60714285714286,15,84.1138253968254,0.0666613702407414,5,50.0780357142857,30,46.522996031746,1.07641467630575
10281,4,25.3108333333333,12,95.6971944444444,0.264488770859705,9,43.8794444444444,61,102.730361111111,0.42713219314965
108893,1,4.23666666666667,13,62.0688888888889,0.0682574916759156,1,5.59444444444444,19,27.3011111111111,0.204916364820317
158085,2,13.4253571428571,12,101.217678571429,0.132638461307754,3,27.5758928571429,31,50.83375,0.542472134303349
